Common name,Species,Full taxonomy,Description
geoffroy's spider monkey,ateles geoffroyi,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Atelidae_Atelinae_Ateles_Ateles geoffroyi,"The Geoffroy's spider monkey is a type of New World monkey, from Central America. Its body color varies by subspecies and population and can be buff, reddish, rust, brown or black. The hands and feet are dark or black. The face usually has a pale mask and bare skin around the eyes and muzzle. Its arms are significantly longer than its legs, and its prehensile tail can support the entire weight of the monkey and is used as an extra limb. Its hands have only a vestigial thumb, but long, strong, hook-like fingers. These adaptations allow the monkey to move by swinging by its arms beneath the tree branches."
cacomistle,bassariscus sumichrasti,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Procyonidae_Bassariscus_Bassariscus sumichrasti,"The cacomistle is a shy arboreal relative of the raccoon. Its body consists of dark brown and grey fur, which stands as a stark contrast to the black and white striped tail. The tail stripes are the most defined near the animal's posterior end and gradually fade to a solid black at the end of the tail. The cacomistle is often confused with its cousin the Ring-tailed cat because of the similarity of their appearance, but unlike the Ring-tail cat, the cacomistle does not have retractable claws. The cacomistle can also be identified by its faded tail and the observation of ears that come to a point."
mistle thrush,turdus viscivorus,Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_Turdus viscivorus,"The Mistle thrush is a bird common to much of Europe, parts of Asia, and North Africa. It has pale grey-brown upperparts, the chin and throat are greyish-white, and the yellowish-buff breast and off-white belly are marked with round black spots. The long tail has white tips on the outer feathers, and the underwing coverts are white. The eyes are dark brown and the bill is blackish with a yellowish base to the lower mandible. The legs and feet are yellowish-brown. There are no plumage differences between the male and the female. Juveniles are similar to adults, but they have paler upperparts with creamy centers to many of the feathers and smaller spots on the yellowish underparts. By their first winter, they are very similar to adults, but the underparts are usually more buff-toned."
great bustard,otis tarda,Animalia_Chordata_Aves_Otidiformes_Otididae_Otis_Otis tarda,"The Great bustard is a member of the bustard family and the only member in the genus Otis. One of the heaviest birds alive today that can fly, it is found across Europe. Huge, robust but stately looking, adult males have a bulging neck and a heavy chest, with a characteristically cocked tail. The breeding plumage of males includes white moustachial whiskers that are 20cm long, and their back and tail become more vividly colored. They develop a band of feathers on their breast and lower neck that are russet colored, becoming brighter and wider as they get older. These birds walk with an upright stance, and fly with powerful and regular wing beats."
snow petrel,pagodroma nivea,Animalia_Chordata_Aves_Procellariiformes_Procellariidae_Pagodroma_Pagodroma nivea,"The Snow petrel is one of only three bird species that breed in Antarctica. This small but beautiful seabird is pure white in color and has black underdown, coal-black eyes, small black bill, and bluish-gray feet."
american black duck,anas rubripes,Animalia_Chordata_Aves_Anseriformes_Anatidae_Anas_Anas rubripes,"The American black duck is a large and heavy duck native to eastern North America. The male and female are generally similar in appearance, but the male's bill is yellow while the female's is dull green with dark marks on the upper mandible. The head is brown but is slightly lighter in tone than the darker brown body. The cheeks and throat are streaked brown, with a dark streak going through the crown and dark eye. The speculum feathers (a distinctly colored patch, on the secondary wing feathers) are iridescent violet-blue with predominantly black margins. The fleshy orange feet of the duck have dark webbing. Juveniles resemble adult females but have broken narrow pale edges of underpart feathers, and the overall appearance is browner rather than uniformly blackish. Juvenile males have brownish-orange feet while juvenile females have brownish feet and a dusky greyish-green bill."
australian fur seal,arctocephalus pusillus,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Pinnipedia_Otariidae_Arctocephalus_Arctocephalus pusillus,"The Australian fur seal is the fourth-rarest seal species in the world. Hunted to near extinction last century, recovery of numbers has been slow, and this species is now wholly protected. These seals are easily recognizable by their thick coats, pointed faces and long whiskers, and their powerful front flippers upon which they can stand. Their hind fins are mainly used for steering when in water, although they can also be turned around and used to walk on land. Females are a variety of colors from soft tan to gray to brown. Underneath the female’s neck, the color is a pale almost yellowish, and her fur at the front is normally brown. These seals have a call which sounds something like a cow mooing (the adults), or a bleating lamb (pups)."
lace monitor,varanus varius,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Varanidae_Varanus_Varanus varius,"Lace monitors are large lizards native to eastern Australia. They are found in two forms. The main form is dark grey to dull bluish-black with numerous, scattered, cream-colored spots. The head is black and the snout is marked with prominent black and yellow bands extending under the chin and neck. The tail has narrow black and cream bands, which are narrow and get wider towards the end of the tail. Juveniles have more defined and prominent banding, with five narrow black bands on the neck and eight bands on the body. The other type, known as Bell's form, has a base color of yellow-brown or yellow with fine black mottling and broad, black or dark brown bands from the shoulders to the tail. The top of the head is black. Female Lace monitors are generally smaller than males."
geoffroy's tamarin,saguinus geoffroyi,Animalia_Chordata_Vertebrata_Mammalia_Primates_Callitrichidae_Saguinus_Saguinus geoffroyi,"Geoffroy's tamarins are small monkeys, found in Central America. The fur on their back is variegated black and yellow, with pale legs, feet and chest. Their face is nearly bare, but the head has reddish fur with a triangle-shaped patch in the front of the head. The tail is chestnut-red and has a black tip."
ortolan bunting,emberiza hortulana,Animalia_Chordata_Aves_Passeriformes_Emberizidae_Emberiza_Emberiza hortulana,"The Ortolan bunting is a small seed-eating songbird found in Europe and Western Asia. The bird is widely used in French cuisine and due to this, its French populations dropped dangerously low, leading to laws restricting its use in 1999."
milk snake,lampropeltis triangulum,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Lampropeltis_Lampropeltis triangulum,"The Milk snake is a nonvenomous species of kingsnake. These snakes have smooth and shiny scales and their typical color pattern is alternating bands of red-black-yellow or white-black-red. Milk snakes are often confused with the highly dangerous Coral snake and are sometimes killed because of this. However, Milk snakes are absolutely harmless and are very popular as pets around the world."
chamois,rupicapra rupicapra,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Caprinae_Rupicapra_Rupicapra rupicapra,"The Chamois is a very small species of goat-antelope. Both males and females have short, straightish horns which are hooked backward near the tip, the horn of the male being thicker. In summer, the fur of these animals has a rich brown color which turns to a light grey in winter. Distinct characteristics are white contrasting marks on the sides of the head with pronounced black stripes below the eyes, a white rump, and a black stripe along the back."
brown thrasher,toxostoma rufum,Animalia_Chordata_Aves_Passeriformes_Mimidae_Toxostoma_Toxostoma rufum,"The Brown thrasher is a fairly large songbird that belongs to the family of New World catbirds and mockingbirds. It has brown upperparts with a white under part with dark streaks. Because of this, it is often confused with the smaller Wood thrush, among other species. The Brown thrasher is noted for having over 1000 song types, and the largest song repertoire of birds. However, each note is usually repeated only in two or three phrases."
walia ibex,capra walie,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Caprinae_Capra_Capra walie,"The Walia ibex is an endangered species of ibex that can be found only in the mountains of Ethiopia. These animals have a chocolate-brown to chestnut-brown coat coloration, a greyish-brown muzzle, and a lighter grey in the eyes and legs. The belly and insides of the legs are white in color, and black and white patterns stretch upon the legs of these animals. The males have very large horns that curve backward, reaching lengths up to 110 cm (43 in). These horns are used for dominance disputes between males. The males also have distinguished black beards. Females also have horns, but they are shorter and thinner. Females are smaller and lighter in color. The horns on both males and females are rigid."
caspian cobra,naja oxiana,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Elapidae_Naja_Naja oxiana,"The Caspian cobra is a venomous snake native to Central Asia. It is medium in length and has long cervical ribs capable of expansion to form a hood. The dorsal scales are smooth and strongly oblique, with the outer two or three scale rows larger than the remainder. Juveniles tend to be pale, with a faded appearance; they have noticeable dark and light cross-bands of approximately equal width around the body. Adult Caspian cobras are completely light to chocolate brown or yellowish. They don't have a hood mark or lateral throat spots."
european hamster,cricetus cricetus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Cricetidae_Cricetinae_Cricetus_Cricetus cricetus,"European hamsters have brown dorsal fur with white patches. Their chest and belly are black. The tail is short and furred. They have cheek pouches and much larger than the Syrian or dwarf hamsters, which are commonly kept as pets."
brown-throated three-toed sloth,bradypus variegatus,Animalia_Chordata_Vertebrata_Mammalia_Pilosa_Bradypodidae_Bradypus_Bradypus variegatus,"The slowest mammal in the world, the Brown-throated three-toed sloth is an unusual animal. The word 'sloth' means slow. And indeed, this sluggish animal is so sedentary that algae appear on its fur. Brown-throated three-toed sloths are endemic to rainforest canopies of Central and South America. Due to hanging onto branches with their long claws, they are able to consume leaves, located too high for other animals to reach. On the other hand, these long claws create difficulties as they walk on the ground. Hence, the Brown-throated three-toed sloths are mostly arboreal, living in trees."
brown creeper,certhia americana,Animalia_Chordata_Aves_Passeriformes_Certhiidae_Certhia_Certhia americana,"The Brown creeper is a tiny woodland bird with an association with the biggest trees it can find. This common species is like a piece of bark that has come to life: this bird crawls up tree trunks, foraging for insect eggs and other food missed by more the active birds. Easily overlooked, its thin, reedy, piercing call indicates its presence. Reaching the top of a tree, it flutters to the base of the next, to begin spiraling its way up again."
gila monster,heloderma suspectum,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Helodermatidae_Heloderma_Heloderma suspectum,"The Gila monster is a heavy slow-moving venomous lizard. It is the largest extant lizard native to North America north of the Mexican border. The name ""Gila"" refers to the Gila River Basin in the U.S. states of New Mexico and Arizona, where Gila monsters were once plentiful. The body of these lizards is covered with bumpy looking scales which are called osteoderms; they are black and orange or pink in color and are actually small bones under the scales."
cape cobra,naja nivea,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Elapidae_Naja_Naja nivea,"The Cape cobra is a medium-sized, highly venomous snake found across southern Africa. It varies widely in coloration, from yellow through golden brown to dark brown and even black. In addition, individuals show a varying degree of black or pale stippling and blotches, and although color and marking are geographically related, they are also possible to observe virtually all color varieties at one location. Juveniles generally have conspicuously dark throats extending down the belly for the width of a dozen or so ventral scales. The color fades during their first year or two of life, but while it lasts young Cape cobras are often confused with the Rinkhals spitting cobra."
fisher,pekania pennanti,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Mustelidae_Guloninae_Pekania_Pekania pennanti,"The Fisher is a forest-dwelling creature native to North America. They are medium in size and their bodies are long, thin, and low to the ground. Males have coarser coats than females. In the early winter, their coats are dense and glossy. The color ranges from deep brown to black, although it appears to be much blacker in the winter when contrasted with white snow. From the face to the shoulders, fur can be hoary-gold or silver due to tricolored guard hairs. The underside of a fisher is almost completely brown except for randomly placed patches of white or cream-colored fur. In the summer, the fur color is more variable and may lighten considerably. Fishers undergo molting starting in late summer and finishing by November or December. Fishers have five toes on each foot, with unsheathed, retractable claws. Their feet are large, making it easier for them to move on top of snow packs."
hooded seal,cystophora cristata,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Pinnipedia_Phocidae_Cystophora_Cystophora cristata,"The Hooded seal is a large member of the Phocid family, silver-gray with irregular black spots over most of its body and a face which is often completely black. Its most distinctive feature is the male’s prominent nasal ornament, which is a loose, wrinkled sac hanging in the front of the nose. During the time of mating, males will inflate this sac as a form of display to females, as well as to other males. It then becomes a tight, bi-lobed ""hood"" and covers the face and top of the head. The hood gives the species its common name."
white rhinoceros,ceratotherium simum,Animalia_Chordata_Vertebrata_Mammalia_Perissodactyla_Rhinocerotidae_Ceratotherium_Ceratotherium simum,"Once on the verge of extinction, White rhinos have been successfully saved. Although these animals are now protected, they are still threatened by hunting for their horns. Thus, in South Africa, there has recently been recorded mortality among White rhinos, associated with poaching. Currently, efforts are put to stop poaching as well as illegal trade. White rhino is the second largest mammal in the world. An alternative name of this species is the ""Square-lipped rhinocero"", referring to the hairless, square upper lip of the animal. The word ""rhino"" derives from an Africaan's (West Germanic language) word, translated as ""wide"", as a reference to the broad muzzle of this mammal."
spiny bush viper,atheris hispida,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Viperidae_Atheris_Atheris hispida,"The Spiny bush viper is a venomous snake native to Africa. It is known for its extremely keeled dorsal scales that give a unique 'shaggy' idea to its skin, almost bristly appearance. The scales around the head and neck are the longest, decreasing posteriorly. Spiny bush vipers vary in color and can be green, olive green, bluish, or brownish with a yellow or pale olive belly. The males of this species are surprisingly long and slender compared to the females."
peruvian spider monkey,ateles chamek,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Atelidae_Atelinae_Ateles_Ateles chamek,"Peruvian spider monkeys are relatively large among species of monkey, and their strong, prehensile tails can be up to 1 meter long. Their fur and face are black in color. Peruvian spider monkeys have four elongated fingers and virtually no thumb, which is typical for spider monkeys but unusual for other monkeys. They can move easily through the trees and have a prehensile tail, which these monkeys use to assist with brachiation (swinging from one branch to another using only their arms)."
mule deer,odocoileus hemionus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Ruminantia_Cervidae_Capreolinae_Odocoileus_Odocoileus hemionus,"Mule deer are one of the most iconic and beloved wildlife in the American West. They are so-named because of their large ears that look like a mule's ears. During summer, these deer are a tannish-brown color and in winter they are brownish-gray. There is a white patch on their rump and they have a small white tail tipped with black. The fawns have a spotted coat. The bucks (males), have forked antlers, which are shed in mid-February. Their next set of antlers then starts to grow immediately. Antlers have a covering of velvety skin until they are fully formed, at which point the buck scrapes off this layer. Females (does) do not have antlers."
groundhog,marmota monax,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Marmota_Marmota monax,"Groundhogs are rodent order, in the Sciuridae family. They are one of the largest, and most well known animal diggers in the world. They have several common names, including ""whistle pig"", ""woodchuck"", and ""land beaver"". They are much bigger than their relatives, such as chipmunks and squirrels. Double layers of fur keep them warm and waterproof, enabling them to cope in the cold and wick away moisture after being in the water."
southern pudu,pudu puda,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Ruminantia_Cervidae_Capreolinae_Pudu_Pudu puda,"The pudús are the world's smallest deer, with the southern pudú being slightly larger than the northern pudú. The southern pudu has a coat which is short, glossy, and dark brown to reddish-brown in color, with slightly lighter legs and underparts. The insides of its ears and its lips are orangish. Fawns have white spots, probably for camouflage. Males have short, simple spiked antlers which are shed each year in July."
golden lion tamarin,leontopithecus rosalia,Animalia_Chordata_Vertebrata_Mammalia_Primates_Callitrichidae_Leontopithecus_Leontopithecus rosalia,"The Golden lion tamarin is a small, endangered primate, endemic to the Atlantic coast of Brazil. In spite of its name, this monkey isn't related to lions. Instead, this species is so called due to exhibiting a magnificent ring of hair that shines in the sun, resembling an elegant lion mane. Otherwise called 'Golden marmoset', this New World monkey is one of the 4 species of lion tamarin and one of the world's rarest animals. The Golden lion tamarins have been an important part of local legends and fables."
bushbuck,tragelaphus sylvaticus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Bovinae_Tragelaphus_Tragelaphus sylvaticus,"The bushbuck is a widespread species of antelope in Sub-Saharan Africa. These animals have a light brown coat, with up to seven white stripes and white splotches on the sides. The white patches are usually geometrically shaped and on the most mobile parts of their body such as the ears, chin, tail, legs, and neck. The muzzle is also white and horns are found only on the males."
rockhopper penguin,eudyptes (chrysocome),Animalia_Chordata_Aves_Sphenisciformes_Spheniscidae_Eudyptes_Eudyptes (chrysocome),"These birds are the smallest yellow-crested penguins. The Rockhopper penguin has yellow crest on its head, consisting of two separate parts and made up of long, thin, yellow feathers, forming eyebrows that stretch behind each eye of the animal. The crest is black on the back of the head. The head, neck, tail, flippers and the upper parts are black, whereas the under parts are white. The legs are short and the feet are webbed, colored in pale pink and equipped with black claws. The underside of their flippers is white and fringed with black. The Rockhopper penguins have red eyes. The beak is thick, colored in pinkish-red to reddish-horn. Chicks of this species are identified by grey head and upper parts and white under parts. Juveniles, on the other hand, exhibit duller bare parts and shorter crest, compared to that of adult penguins. Both sexes look alike, though males are noticeably larger than females, having thicker beaks."
finless porpoise,neophocaena phocaenoides,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Phocoenidae_Neophocaena_Neophocaena phocaenoides,"Finless porpoises are named for and distinguished by the absence of a dorsal fin. Instead of this fin, there is a small ridge on their backs that starts just behind their blowhole and extends as far as the tail flukes. Small circular bumps called tubercles cover the ridge. They have unfused neck vertebrae, which enables unrestricted head movement, and they have a small, curving mouth. About half of them have pink eyes. Their streamlined body is blue-gray, though in northern China and Japan adults are light gray."
françois' langur,trachypithecus francoisi,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Cercopithecidae_Trachypithecus_Trachypithecus francoisi,"François' langurs are medium-sized primates with black, silky hair. They have very distinct white sideburns that grow down from their ears to the corners of their cheeks. Their tails are long and black in color with a white area on the tip. Males are larger and havier than females and have longer tails."
crested bellbird,oreoica gutturalis,Animalia_Chordata_Aves_Passeriformes_Oreoicidae_Oreoica_Oreoica gutturalis,"The Crested bellbird is native to Australia and is a medium-sized passerine member of the family Oreoicidae that lives on mainland Australia in dry habitats. Its rich musical call is one of its most remarkable features, being a series of bell-like staccato, then a loud ‘plop’. It is also surprising that this sound is ventriloquial - the bellbird can throw its voice, sounding as though it is off to your left a few meters, then fifty meters on your right, then behind you, making it difficult to establish the bird’s location. There is little information about the Crested bellbird’s lifespan."
ball python,python regius,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Pythonidae_Python_Python regius,"The Ball python is a nonvenomous python species found in sub-Saharan Africa. This is the smallest of the African pythons. The name ""ball python"" refers to the animal's tendency to curl into a ball when stressed or frightened. A common belief is that another name ""royal python"" comes from the legend that rulers in Africa, especially Cleopatra, would wear the python as jewelry. Ball pythons are stocky, with a relatively small head. The scales are smooth and both sexes have anal spurs on either side of the vent. The color pattern is typically black or dark brown with light brown or gold sides and dorsal blotches. The belly is a white or cream that may include scattered black markings. However, those in the pet industries have, through selective breeding, developed many morphs (genetic mutations) with altered colors and patterns."
long-tailed goral,naemorhedus caudatus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Caprinae_Naemorhedus_Naemorhedus caudatus,"Long-tailed gorals are small even-toed ungulates of the goat-antelope family. The tips of their horns curve back and have distinct rings. There are openings between their hooves. The face of goral is flat like that of a serow, and the nose and eyes are very close together. These animals have brown fur with shades of gray; the outer fur is long. The bushy tail is usually dark brown or black in color. Females usually are lighter in shade than males and their horns are smaller than males' horns."
bongo antelope,tragelaphus eurycerus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Bovinae_Tragelaphus_Tragelaphus eurycerus,"The bongo is a large forest-living antelope characterized by striking reddish-brown coat with 10-15 vertical white stripes. They have a thin mane running along their back. The two sub-species are the Lowland bongo (the Western bongo) and the Mountain bongo (the Eastern bongo). A bongo has white marks on its cheeks, a white stripe between its eyes and nose, with a white crescent on its chest. Its legs have black white bands and its long tail ends in a tuft. It has large ears and its tongue is long and prehensile. The horns spiral into one or one-and-half twists, with males' horns being longer with more of a twist."
red fox,vulpes vulpes,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Canidae_Vulpes_Vulpes vulpes,"Red foxes are the biggest of the fox species. Their length can be from 45 to 90 cm, with an extra 30 to 55 cm for the tail, with a weight of 3 to 14 kg. Males are slightly bigger than females. Their fur color range is from pale yellowish red to a deep reddish brown for the upper parts, and white or ashy on the underside. The legs are usually black on the lower parts and the tail often is tipped with black or white, and has tail glands. Their eyes are yellow in adulthood. The nose is black or dark brown."
djungarian hamster,phodopus sungorus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Cricetidae_Phodopus_Phodopus sungorus,"Djungarian hamsters are ball-shaped and typically half the size of the Syrian hamster. They typically have thick, dark grey dorsal stripe and furry feet. As winter approaches and the days shorten, Djungarian hamsters' dark fur is almost entirely replaced with white fur. In captivity, this does not always happen. These hamsters are common as pets in Europe and North America and exhibit greater variance in their coats than those found in the wild. Djungarian hamsters can also be colored pearl, sapphire, sapphire pearl, and marbled. Other colorations can be mandarin, blue, argente, yellow blue fawn, camel, brown, cream, merle, and umbrous."
pampas deer,ozotoceros bezoarticus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Ruminantia_Cervidae_Capreolinae_Ozotoceros_Ozotoceros bezoarticus,"Pampas deer belong to the New World deer family; it is another term for all South American deer species. Pampas deer have tan fur, lighter on their undersides and insides of legs. Their coats do not change with the seasons. They have white spots above their lips and white patches on their throats. Their tails are short and bushy, and when they run, they lift their tail to reveal a white patch. Males have small, lightweight antlers that are 3-pronged; they shed them in August or September, with a newly grown set by December. Females have hair whorls that look like tiny antlers stubs."
japanese quail,coturnix japonica,Animalia_Chordata_Aves_Galliformes_Phasianidae_Coturnix_Coturnix japonica,"The Japanese quail is a medium-sized bird of the pheasant family that is found in East Asia. First considered a subspecies of the common quail, it was distinguished as its own species in 1983. The Japanese quail has played an active role in the lives of humanity since the 12th century and continues to play major roles in industry and scientific research. Where it is found, the species is abundant across most of its range."
quagga,equus quagga quagga,Animalia_Chordata_Vertebrata_Mammalia_Perissodactyla_Equidae_Equus_Equus quagga quagga,"Formerly considered a separate species, these ungulates used to occur in the plains of South Africa. Unfortunately, in the late 19th century, the Quaggas became extinct. In 1870, a female Quagga has been photographed at the Zoological Society of London's Zoo, which has become the only alive photographed specimen of Quagga. This mammal was an easily recognized sub-species of the Plains zebra with sandy brown coat, white tail as well as vivid, black colored patches on the front part of its body. Stripes on the middle part of the body faded and spaces between them widened. The rear parts of their body were colored in plain brown. The word ""Quagga"" derives from the Khoikhoi language and is an imitation of this animal's call."
ivory-billed woodpecker,campephilus principalis,Animalia_Chordata_Aves_Piciformes_Picidae_Campephilus_Campephilus principalis,"The Ivory-billed woodpecker is a very rare member of the woodpecker family and is one of the largest woodpeckers in the world. The last universally accepted sighting of an American ivory-billed woodpecker occurred in Louisiana in 1944. The plumage of these birds is predominated a shiny black-purple. There are white lines extending from the cheeks down the neck meeting on the back. Ivory-bills have a prominent crest, although in juveniles it is ragged. Like all woodpeckers, they have a strong and straight bill and a long, mobile, hard-tipped, barbed tongue. In adults, the bill is ivory in color, while it is chalky white in juveniles."
aye-aye,daubentonia madagascariensis,Animalia_Chordata_Vertebrata_Mammalia_Primates_Strepsirrhini_Lemuroidea_Daubentoniidae_Daubentonia_Daubentonia madagascariensis,"The Aye-aye is a type of lemur that inhabits the rainforests in Madagascar. It is the world’s largest nocturnal primate and has a unique appearance. When first discovered, it was thought to be a type of large squirrel. The aye-aye was finally recognized in the mid 1800s as being a member of the lemur family but was classified in its own group by itself, as its closest lemur relatives are a mystery even today. These incredibly special animals are, however, under severe threat throughout a good part of their natural habitat. By 1980 it was thought they were nearly extinct, mainly because they were killed on sight by local people who believed that it is very bad luck to encounter an aye-aye."
bushy-tailed woodrat,neotoma cinerea,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Cricetidae_Neotoma_Neotoma cinerea,"The Bushy-tailed woodrat is a rodent that lives in the United States and Canada. It is clearly distinguished by its bushy tail and big ears. This large, gentle rodent is like a squirrel. Its adult fur is long, soft, and dense, and is usually gray on its back and tawny brown on the sides. Its feet and undersides are white. The longevity of this species is little known, but one captive individual lived for 5.8 years"
king vulture,sarcoramphus papa,Animalia_Chordata_Aves_Accipitriformes_Cathartidae_Sarcoramphus_Sarcoramphus papa,"The King vulture is the most brilliantly colored New World vulture, with varying hues ranging from blue and purple to red or orange on its head. Its wing span can be as much as six feet, and the bill is more curved than with other species of vulture. Males and females look the same. Its more powerful features, for the purpose of feeding from the toughest animal carcasses, have given it its name: its larger size, brilliant color, and adapted features. Other birds treat the King vulture as the king, for example, when it flies in, other birds will stop feeding and let it eat."
swainson's hawk,buteo swainsoni,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_Buteo swainsoni,"Swainson's hawks are large soaring raptors of the open country. These birds exist in two main color variations: a light-morph and the dark morph. Light-morph adults are white on the underparts with a dark, reddish ""bib"" on the chest and a noticeable white throat and face patch. The underwings, seen as the bird soars, have light linings (leading edge) and dark flight feathers (trailing edge), a pattern unique among North American raptors. The tail is gray-brown with about six narrow dark bands and one wider subterminal band. The upperparts are brown. Dark-morph birds are dark brown except for a light patch under the tail. There is a rufous variant that is lighter on the underparts with reddish bars. The tails of both these forms resemble those of the light morph."
southern muriqui,brachyteles arachnoides,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Atelidae_Brachyteles_Brachyteles arachnoides,"The Southern muriqui is a muriqui (woolly spider monkey) species native to Brazil. Muriquis are the largest New World monkeys and largest non-human native primates in the Americas. Southern muriquis are known locally as mono carvoeiro, which translates to ""charcoal monkey"". They have a solid black face and their body is grayish-golden in color. Their tails are fully prehensile."
emperor tamarin,saguinus imperator,Animalia_Chordata_Vertebrata_Mammalia_Primates_Callitrichidae_Saguinus_Saguinus imperator,"The small Emperor tamarin is probably the most adorable species of tamarin. This New World monkey is euphoniously called due to its long and white colored moustache, which is very similar to that of Wilhelm II, Emperor of Germany. As other species of the Callitrichidae family (including tamarins and marmosets), this magnificent primate exhibits fine, silky and grey fur with dull gold or reddish-orange tail, white under-part and a silvery-brown to black head crown. Individuals of both genders generally look alike. Young tamarins are distinguished by noticeably smaller size and a shorter moustache."
takin,budorcas taxicolor,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Caprinae_Budorcas_Budorcas taxicolor,"The national animals of Bhutan, the takin is a large, stocky hoofed mammal that sometimes is referred to as a goat antelope. Takins have short legs which are supported by large, two-toed hooves. Their large head is made more distinctive by its long, arched nose and stout horns, which are ridged at the base. These horns are present in both sexes and run parallel to the skull before turning upwards to a short point. The long, shaggy coat is light in color with a dark stripe along the back, and males also have dark faces. Their thick wool often turns black in color on their undersides and legs. The overall coloration ranges from dark blackish to reddish-brown suffused with grayish-yellow in the eastern Himalayas to lighter yellow-gray in the Sichuan Province to mostly golden or (rarely) creamy-white with fewer black hairs in the Shaanxi Province."
common genet,genetta genetta,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Viverridae_Viverrinae_Genetta_Genetta genetta,"The Common genet is a cat-like carnivore common throughout Africa. Nocturnal, shy, and secretive, this slender small-spotted genet features black marks on the face, which makes it look as though it is wearing a mask. Spots on the genet’s back are in parallel lines, becoming elongated towards the tail, which sports distinct black rings. Like cats, Common genets have retractable claws, and thus are able to climb trees with agility. Males tend to be bigger than females."
herman's tortoise,testudo hermanni,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Testudinoidea_Testudinidae_Testudo_Testudo hermanni,"Hermann's tortoise has a distinct yellow-orange dome-shaped shell, with bold black marks. There are two subspecies, the eastern Hermann’s tortoise and the western Hermann’s tortoise. The eastern species has a shell which is less highly domed than that of the western species. The brightly colored shell of these tortoises may fade with age. Their tails have a nail or large scale towards the end. These animals are very popular with pet lovers and are the most common tortoise species kept as a pet, a reason being that they are fascinating and very fun loving. They can mix easily with humans and it is easy to learn about their habits."
sun bear,helarctos malayanus,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Ursidae_Ursinae_Helarctos_Helarctos malayanus,"The Sun bear is the smallest and one of the rarest bear species. It is also known as the ""honey bear"", for its love of honeycombs and honey. Sun bears have jet-black, short, and sleek fur with some under-wool; some individuals are reddish or gray in color. Two whirls occur on the shoulders, from where the hair radiates in all directions. A crest is seen on the sides of the neck and a whorl occurs in the center of the breast patch. Always, a more or less crescent-shaped pale patch is found in the breast that varies individually in color ranging from buff, cream, or dirty white to ochreous. The legend says that Sun bears were named after this patch on their chest because it represents the rising sun."
nine-banded armadillo,dasypus novemcinctus,Animalia_Chordata_Vertebrata_Mammalia_Cingulata_Dasypodidae_Dasypus_Dasypus novemcinctus,"The nine-banded armadillo is of medium size and is covered over its whole body, and its head and tail, with an armored shell, which has horny scales and is considered by some to be unattractive. The scales are known as “scutes”. The shoulder plates and those on its rump are large. There are nine or fewer narrow, jointed armor bands that allow it to bend, located on its midsection. Its head is small and pointed, with a long snout, large pointed ears and peg-like teeth. There are large, thick, sharp claws on its front feet that help it burrow and dig. It has soft underparts, and although covered in armor, it has a little fur. Due to the sparseness of its fur, the animal is extremely sensitive to temperature. Armadillos are very good swimmers and runners, and they can easily walk underwater to cross small steams."
