Common name,Species,Full taxonomy,Description
gopher snake,pituophis catenifer,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Pituophis_Pituophis catenifer,"Gopher snakes are large nonvenomous snakes endemic to North America. Dorsally, they are yellowish or pale brown, with a series of large, dark brown or black blotches, and smaller, dark spots on the sides. Ventrally, they are yellowish, either uniform or with brown markings. These snakes are often mistaken for the Prairie rattlesnake but can be easily distinguished from a rattlesnake by the lack of black and white banding on their tail and by the shape of their head, which is narrower than a rattlesnake's."
asp viper,vipera aspis,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Viperidae_Vipera_Vipera aspis,"The Asp viper is a venomous snake that occurs in southwestern Europe. The head of this snake is broad, triangular and quite distinct from the neck. The tip of the snout is slightly but distinctly upturned. Males are generally grey in color while the females can be grey, brown and various shades of orange. The dorsal markings vary strongly but only rarely take the form of a clear zigzag pattern."
common cuckoo,cuculus canorus,Animalia_Chordata_Aves_Cuculiformes_Cuculidae_Cuculus_Cuculus canorus,"The Common cuckoo is a medium-sized slender bird found throughout Europe and Asia. It has a greyish body and long tail, similar to a sparrowhawk in flight. There is a rufous color morph, which occurs occasionally in adult females but more often in juveniles. Common cuckoos in their first autumn have variable plumage. Some have strongly-barred chestnut-brown upperparts, while others are plain grey. Rufous-brown birds have heavily barred upperparts with some feathers edged with creamy-white. All have whitish edges to the upper wing-coverts and primaries (flight feathers). The secondaries and greater coverts have chestnut bars or spots. The most obvious identification features of juvenile Common cuckoos are the white nape patch and white feather fringes."
rhesus macaque,macaca mulatta,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Cercopithecidae_Macaca_Macaca mulatta,"The Rhesus macaque is a monkey of the Old World. They are either pale brown or gray, usually with a pink face. Their tails are quite long, they have a rib cage that is wider than average, with dorsal scapulae, and they have thirty-two teeth. They are charismatic monkeys and like to have fun and can be cheeky. Their coats have faded undertones on the underside. Their faces are furless and in adults are bright red, and adults also have bright red rumps. They have large cheek pouches for storing food while out foraging."
bohemian waxwing,bombycilla garrulus,Animalia_Chordata_Aves_Passeriformes_Bombycillidae_Bombycilla_Bombycilla garrulus,"Bohemian waxwings are short-tailed stocky songbirds with soft dense plumage. They are mainly buff-grey in color, have black face markings, and a pointed crest. Their wings are patterned with white and bright yellow, and some feather tips have the red waxy appearance that give these birds their English name. Females are similar to males, although young birds are less well-marked and have few or no waxy wingtips."
rose-breasted grosbeak,pheucticus ludovicianus,Animalia_Chordata_Aves_Passeriformes_Cardinalidae_Pheucticus_Pheucticus ludovicianus,"Rose-breasted grosbeaks are seed-eating birds that breed in cool-temperate North America and migrate to spend winter in tropical America. These birds have large dusky horn-colored beaks, and their feet and eyes are dark. Adult males in breeding plumage have a black head, wings, back, and tail, and a bright rose-red patch on their breast; the wings have two white patches and rose-red linings. Their underside and rump are white. Males in nonbreeding plumage have largely white underparts and cheeks. The upperside feathers have brown fringes, and most wing feathers white ones, giving a scaly appearance. The bases of the primary remiges are also white. The coloration renders the adult male rose-breasted grosbeak (even while wintering) unmistakable if seen well. Adult females have dark grey-brown upperparts, a buff stripe along the top of their head, and black-streaked white underparts, which except in the center of the belly have a buff tinge. The wing linings are yellowish, and on the upper wing are two white patches like in the summer male. Immature birds are similar, but with pink wing-linings and less prominent streaks and usually a pinkish-buff hue on the throat and breast."
fer-de-lance,bothrops asper,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Viperidae_Bothrops_Bothrops asper,"The Fer-de-lance is a highly venomous pit viper species found from southern Mexico to northern South America. It is the most dangerous snake of Central and South America and is the main cause of fatal snakebite incidents within its range. These snakes can be distinguished by their broad, flattened heads which are set apart from the rest of their bodies. Their head is light to dark brown or even black in color. The underside is most often pale yellow. This species has different patterns and colors on its dorsal and ventral. The ventral side is yellow, cream, or a whitish-gray, with dark blotches that are more frequent closer to the posterior end. Some individuals may have a yellow zig-zag-shaped line on each side of the body. There is a great variety of colors on their dorsal side: olive, gray, light brown to dark brown, tan or sometimes nearly black. Females have thick, heavy bodies and grow significantly larger than males. They also have heads two or three times the size of males relative to their size and proportionally bigger fangs (typically 2.5 cm), as well."
eastern fence lizard,sceloporus undulatus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Iguania_Phrynosomatidae_Sceloporus_Sceloporus undulatus,"Eastern fence lizards are medium-sized reptiles found in the eastern United States. They are typically colored in shades of gray or brown, and have keeled scales, with a dark line running along the rear of the thigh. Females are usually gray and have a series of dark, wavy lines across their backs. The belly is white with black flecks, with some pale blue on the throat and belly. Males are usually brown, and during the summer, they have a more greenish-blue and black coloration on the sides of the belly and throat than females. The young look like females but are darker and duller."
common wallaroo,macropus robustus,Animalia_Chordata_Vertebrata_Mammalia_Marsupialia_Diprotodontia_Macropodidae_Macropus_Osphranter_Macropus robustus,"The Common wallaroo is a kangaroo of a rather stocky build, with coarse, shaggy fur, no hair on its muzzle, a relatively short and thick tail, and a characteristic upright hopping style. Its robust body shape, having shorter limbs than other species of kangaroo, may be an adaptation due to leaping around on rocks, with short, broad hind feet which have roughened soles for extra grip. The male can be up to twice the females size, with particularly thick-set forearms and shoulders."
short-eared owl,asio flammeus,Animalia_Chordata_Aves_Strigiformes_Strigidae_Asio_Asio flammeus,"The Short-eared owl is one of the world's most widely distributed owls. It has large eyes, a big head, a short neck, and broad wings. Its bill is short, strong, hooked, and black. Its plumage is mottled tawny to brown with a barred tail and wings. The upper breast is significantly streaked. The flight of this bird is characteristically floppy due to its irregular wingbeats and may also be described as ""moth or bat-like"" in flight. Its yellow-orange eyes are exaggerated by black rings encircling each eye, giving the appearance of the Short-eared owl wearing mascara, and large, whitish disks of plumage surrounding the eyes like a mask."
springbok,antidorcas marsupialis,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Antilopinae_Antilopini_Antidorcas_Antidorcas marsupialis,"A springbok is a small antelope, reddish brown with a pale underside. There is a dark brown stripe on each of their flanks that separates the color of their upperparts from their underside. They have a white head, with a dark brown stripe running from each eye to their upper lip. They have long, narrow, pointed ears. There is a pocket-like flap of skin that goes to their tail from a mid-point on their back. Both males and females have ringed curved, black horns."
rose-ringed parakeet,psittacula krameri,Animalia_Chordata_Aves_Psittaciformes_Psittaculidae_Psittacula krameri,"The Rose-ringed parakeet is a medium-sized parrot that occurs in disjunct native ranges in Africa and South Asia. The adult male sports a red and black neck ring, and the hen and immature birds of both sexes either show no neck rings or display shadow-like pale to dark grey neck rings. Both sexes have a distinctive green color in the wild, and captive-bred ringnecks have multiple color mutations including blue, violet, and yellow. Rose-ringed parakeets are now introduced into many other parts of the world where escaped birds have established themselves and are bred for the exotic pet trade. These parakeets have also proven themselves capable of living in a variety of climates outside their native range, and are even able to survive low winter temperatures in Northern Europe."
common merganser,mergus merganser,Animalia_Chordata_Aves_Anseriformes_Anatidae_Mergus_Mergus merganser,"Common mergansers a large seaduck that swims gracefully in lakes and rivers of Europe, Asia, and North America. The bird has a crest of longer head feathers, but these usually lie smoothly rounded behind the head. Adult males in breeding plumage are easily distinguished; their body is white with a variable salmon-pink tinge, the head is black with an iridescent green gloss, the rump and tail are grey, and the wings are largely white on the inner half, and black on the outer half. Females and males in ""eclipse"" (non-breeding plumage) are largely grey, with a reddish-brown head, white chin, and white secondary feathers on the wing. Juveniles (both sexes) are similar to adult females but also show a short black-edged white stripe between the eye and bill. The bill and legs are red to brownish-red, brightest on adult males, dullest on juveniles."
american anole,anolis carolinensis,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Iguania_Dactyloidae_Anolis_Anolis carolinensis,"The American anole is an arboreal anole lizard native to the southeastern United States and introduced elsewhere. It is also sometimes referred to as the American chameleon due to its ability to change color from several brown hues to bright green, and its somewhat similar appearance and diet preferences. However, it is not a true chameleon and the nickname is misleading although it can camouflage. The typical coloration for American anole ranges from the richest and brightest of greens to the darkest of browns, with little variation in between. The male dewlap (throat fan) is three times the size of the female's and bright red, whereas that of the female is lighter in color, ranging from white to pale pink. Females have a prominent white stripe running along their spine, a feature most males lack. The toes of these lizards have adhesive pads to facilitate climbing."
california gull,larus californicus,Animalia_Chordata_Aves_Charadriiformes_Laridae_Larus_Larus californicus,"California gulls are medium-sized North American seabirds. Adults have a small yellow bill with a black ring, yellow legs, brown eyes, and a more rounded head. Their body is mainly white in color with grey back and upper wings. They have black primaries with white tips. Immature birds have a mottled brown and white plumage, pink legs and beak."
prairie rattlesnake,crotalus viridis,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Viperidae_Crotalus_Crotalus viridis,Prairie rattlesnakes are venomous pit vipers native to western North America. These snakes are usually lightly colored in hues of brown. Patches of dark brown are often distributed in a dorsal pattern. A color band may be seen at the back of the eye. The western rattlesnake group carries the distinctive triangle-shaped head and pit sensory organs on either side of the head. A key characteristic that can help differentiate a western rattlesnake from other rattlesnakes is the presence of two internasals contacting the rostral.
trumpeter swan,cygnus buccinator,Animalia_Chordata_Aves_Anseriformes_Anatidae_Cygnus_Cygnus buccinator,"The Trumpeter swan is the biggest and the heaviest species of North American water birds. Like all swans, males and females have the same white plumage. Immature swans are ash-gray, some gray feathers remaining on the swans' heads and necks up to one and two years of age. A Trumpeter swan has an angular wedge-shaped head, and the black of its beak appears to merge with its eye. The bill is black, having a border of red on the lower jaw."
star-nosed mole,condylura cristata,Animalia_Chordata_Vertebrata_Mammalia_Eulipotyphla_Talpidae_Scalopinae_Condylurini_Condylura_Condylura cristata,"The Star-nosed mole is a very distinctive mammal, with black fur, and wide forefeet tipped with talons that are designed for digging. The palms of their pinkish and black feet face outwards. Their tail is long and hairy. The snout for which they are named has on its tip 11 pairs of little pink tentacles, splayed out like a star."
short-beaked echidna,tachyglossus aculeatus,Animalia_Chordata_Vertebrata_Mammalia_Monotremata_Tachyglossidae_Tachyglossus_Tachyglossus aculeatus,"Short-beaked echidnas are easy to recognize with their long protective spines on its back. Although not so conspicuous, there is fur between the spines, ranging from light-brown to black in color and noticeably denser in members of the species that live in colder habitats, enough to obscure the spines of the Tasmanian subspecies. These animals have a long, tubular, toothless and furless snout. They have a very small mouth which opens just enough for a sticky worm-like tongue to flick out of."
gray catbird,dumetella carolinensis,Animalia_Chordata_Aves_Passeriformes_Mimidae_Dumetella_Dumetella carolinensis,"The Gray catbird produces a cat-like mew. It has somber gray coloring, a black top to its head and bright rusty feathers beneath its tail. They are relatives of thrashers and mockingbirds, sharing that group’s vocal abilities, able to copy the sounds of other birds and incorporate them into their own song."
alpine marmot,marmota marmota,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Marmota_Marmota marmota,"Alpine marmots have plump and sturdy bodies, with their body mass changing drastically from one season to another. Their fur color ranges from a mixture of blond, reddish and dark gray. These animals are excellent diggers, and can penetrate soil that is hard to work with a pickaxe. Up to nine months of the year is spent in hibernation."
brahminy kite,haliastur indus,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Haliastur_Haliastur indus,"Brahminy kites are unmistakeable medium-sized birds of prey. Adults have a reddish-brown body plumage contrasting with their white head and breast which make them easy to distinguish from other birds of prey. They are found mainly on the coast and in inland wetlands, where they feed on dead fish and other prey."
common yellowthroat,geothlypis trichas,Animalia_Chordata_Aves_Passeriformes_Parulidae_Geothlypis_Geothlypis trichas,"Common yellowthroats are small songbirds that have olive backs, wings and tails, yellow throats and chests, and white bellies. Adult males have black face masks that stretch from the sides of the neck across the eyes and forehead, which are bordered above with white or gray. Females are similar in appearance, but have paler underparts and lack the black mask. Immature birds are similar in appearance to the adult female. First-year males have a faint black mask which darkens completely by spring."
muskart,ondatra zibethicus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Cricetidae_Arvicolinae_Ondatrini_Ondatra_Ondatra zibethicus,"Muskrat is a considerably large rodent species with a thick coat that is colored in brown. The long tail lacks fur and is covered in scales. It's flattened vertically, acting as a rudder that allows the animal maneuver while in the water. Like the closely related beaver, muskrat lives near water. As a matter of fact, these two are the only mammals, constructing their dens directly in the water, where they live during the winter months and rear their offspring."
rock hyrax,procavia capensis,Animalia_Chordata_Vertebrata_Mammalia_Hyracoidea_Procaviidae_Procavia_Procavia capensis,"The Rock hyrax, otherwise called ‘Dassie’, is a small mammal, very similar to a guinea pig. This animal, together with its subspecies called Yellow-Spotted Hyrax and two Tree Hyrax species (which generally look alike), forms a separate order. The Rock hyrax is an unusual creature that lacks tail. The coat of this animal is dense and varies greatly in color. However, the upper-parts of the hyrax are usually brownish-grey, whereas the under-parts are lighter. On its back, the Rock hyrax exhibits a characteristic marking, colored in black, yellow or orange. Underneath this patch, the animal has a special gland, giving off a specific odour. The hyrax also possesses moist and rubber-like foot soles, allowing it to easily grasp objects when climbing steep rocks of its range."
martial eagle,polemaetus bellicosus,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Polemaetus_Polemaetus bellicosus,"The Martial eagle is the largest eagle of Africa. The adult's plumage consists of dark brown coloration on the upperparts, head and upper chest, with an occasional slightly lighter edging to these feathers. The dark feathers can appear grayish, blackish or even plum-colored depending on lighting conditions. The body underparts are feathered white with sparse but conspicuous blackish-brown spotting. The eyes of mature Martial eagles are rich yellow, while the cere and large feet pale greenish and the talons black. Juveniles are conspicuously distinct in plumage with a pearly gray color above with considerable white edging, as well as a speckled grey effect on the crown and hind neck. The entire underside is conspicuously white. The wing coverts of juveniles are mottled grey-brown and white, with patterns of bars on primaries and tail that are similar to adult but lighter and greyer. The eyes of the juveniles are dark brown."
willie wagtail,rhipidura leucophrys,Animalia_Chordata_Aves_Passeriformes_Rhipiduridae_Rhipidura_Rhipidura leucophrys,"The Willie (or willy) wagtail is the most familiar songbird found in Australia. It is common throughout much of its range, living in most habitats apart from thick forest. This bird spends much time chasing prey in open habitat. Aggressive and territorial, the Willie wagtail will often harass much larger birds such as the Laughing kookaburra and Wedge-tailed eagle. It has responded well to human alteration of the landscape and is a common sight in urban lawns, parks, and gardens. It is widely featured in Aboriginal folklore around Australia and New Guinea in a variety of roles, from stealer of secrets and liar to a good omen for successful crops."
mountain bluebird,sialia currucoides,Animalia_Chordata_Aves_Passeriformes_Turdidae_Sialia_Sialia currucoides,"The Mountain bluebird, also known as the Arctic bluebird - is a small thrush that is easily identified by the vivid bright blue plumage of the male. In fact, this species has the bluest plumage out of all the North American bluebirds. The female is mainly gray but has a bluish tint, particularly on her wings and tail. She also has a white eye-ring, lacking in the male, and some females have a light reddish-brown color on their breasts and throats. Juveniles look like females but with slightly duller and darker upperparts, and a scaly effect, especially on their throat and breast."
dark-eyed junco,junco hyemalis,Animalia_Chordata_Aves_Passeriformes_Passerellidae_Junco_Junco hyemalis,"Dark-eyed juncos belong to a group of small grayish American sparrows. Adults generally have gray heads, necks, and breasts, gray or brown backs and wings, and a white belly. The white outer tail feathers flash distinctively in flight and while hopping on the ground. Their bill is usually pale pinkish."
black-tufted marmoset,callithrix penicillata,Animalia_Chordata_Vertebrata_Mammalia_Primates_Callitrichidae_Callithrix_Callithrix penicillata,"The Black-tufted marmoset, also known as Mico-estrela in Portuguese, is a species of New World monkey. They are characterized by black tufts of hair around their ears and typically have some sparse white hairs on the face. Black-tufted marmosets have a brown or black head and their limbs and upper body are gray, as well as their abdomen. Their rump and underside are usually black. The tail of these monkeys is ringed with black and white and is not prehensile, but is used for balance. Black-tufted marmosets do not have an opposable thumb and their nails tend to have a claw-like appearance."
green iguana,iguana iguana,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Iguanidae_Iguana_Iguana iguana,"Green iguanas are large beautiful looking lizards found in the Americas. Despite their name, Green iguanas can come in different colors and types. Their color may range from green to lavender, red, orange, black, and even reddish brown. They can also be bluish in color with bold blue markings. Green iguanas have a row of spines along their backs and along their tails, which helps to protect them from predators. Their whip-like tails can be used to deliver painful strikes and like many other lizards, when grabbed by the tail, the iguana can allow it to break, so it can escape and eventually regenerate a new one. In addition, iguanas have a well-developed dewlap, which helps regulate their body temperature. This dewlap is used in courtships and territorial displays."
white-crowned sparrow,zonotrichia leucophrys,Animalia_Chordata_Aves_Passeriformes_Passerellidae_Zonotrichia_Zonotrichia leucophrys,"White-crowned sparrows are medium-sized songbirds native to North America. Adults have black and white stripes on their head, a gray face, brown-streaked upperparts, and a long tail. The wings are brown with bars and the underparts are gray. Their bill is pink or yellow in color."
common minke whale,balaenoptera acutorostrata,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Balaenopteridae_Balaenoptera_Balaenoptera acutorostrata,"Common minke whales are one of the smallest baleen whales (second smallest only to the Pygmy right whale). Females are larger than males. They have a dark gray back and clean white underbelly. The jaw is dark gray on both sides. Common minke whales have about 230-360 pairs of creamy white baleen plates with a fine white fringe. They possess 50-70 thin ventral pleats, which only extend about 47 percent of the body length. The tail of these whales extends into two long tips and the dorsal fin is high and curved back."
round-tailed ground squirrel,xerospermophilus tereticaudus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Xerinae_Marmotini_Xerospermophilus_Xerospermophilus tereticaudus,"Round-tailed ground squirrels are comparatively small animals with grayish-brown coloring that matched the sandy soils of their environment. Their unique characteristics are, most noticeably, their long, slender, rounded tail, and secondly, their long, wide, hairy hind feet. Their claws and their small ears positioned low on the head, enable them to live underground in a lifestyle that is semi-fossorial. They are often mistaken for prairie dogs or gophers, but prairie dogs are much larger and gophers do not forage above ground. There is scarce information about the lifespan of this species but one individual born in the wild lived to 8.9 years in captivity."
south american gray fox,lycalopex griseus,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Canidae_Lycalopex_Lycalopex griseus,"The South American gray fox is a species of the ""false"" foxes native to the southern part of South America. Their head is reddish-brown flecked with white. The ears are large and there is a distinct black spot on the chin. The pelage is brindled, with agouti guard hairs and a short, dense pale undercoat. The underparts are pale grey. The limbs are tawny and the thighs are crossed by a dark bar. The long, bushy tail of these animals has a dark dorsal stripe and dark tip with a paler, mottled underside."
american five-lined skink,plestiodon fasciatus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Scincidae_Plestiodon_Plestiodon fasciatus,"The American five-lined skink is a small lizard native to North America. It is one of the most common lizards in the eastern U.S. and one of the seven native species of lizards in Canada. Young skinks are dark brown to black in color with five distinctive white to yellowish stripes running along the body and a bright blue tail. The blue color fades to light blue with age, and the stripes also may slowly disappear. The dark brown color fades, too, and older individuals are often uniformly brownish."
australian saltwater crocodile,crocodylus porosus,Animalia_Chordata_Vertebrata_Reptilia_Crocodilia_Crocodylidae_Crocodylinae_Crocodylus_Crocodylus porosus,"The Australian saltwater crocodile is the largest reptile in the world with large head and ridges, stretching from each eye along the center of the animal's snout. The body is covered with oval scales while the scutes are smaller than these of other reptiles. Juveniles are identified by pale yellow coloration as well as black colored patches and markings on their tail and body. Usually, they retain this coloration for several years, until they become adults. Meanwhile, the body of adult crocodiles is darker, displaying lighter tan with gray spots. The ventral part is colored with white or yellow, and the gray tail has dark stripes. The lower side of their body is covered with bands, which do not reach their belly."
muscovy duck,cairina moschata,Animalia_Chordata_Aves_Anseriformes_Anatidae_Cairina_Cairina moschata,"Muscovy ducks are large wild tropical ducks native to Mexico and Central and South America. These birds are predominantly black and white, with the back feathers being iridescent and glossy in males, while the females are more drab. The amount of white on the neck and head is variable, as well as the bill, which can be yellow, pink, black, or any mixture of these. They may have white patches or bars on the wings, which become more noticeable during flight. Both sexes have pink or red wattles around the bill, those of the male being larger and more brightly colored."
asian water monitor,varanus salvator,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Varanidae_Varanus_Varanus salvator,"The Asian water monitor is a large lizard native to South and Southeast Asia. It is one of the most common monitor lizards in Asia and is among the largest reptiles in the world. The bodies of Asian water monitors are muscular, with long, powerful, laterally compressed tails. Water monitors are often defined by their dark brown or blackish coloration with yellow spots found on their underside - these yellow markings have a tendency to disappear gradually with age. This species is also denoted by the blackish band with yellow edges extending back from each eye. These monitors have very long necks and an elongated snout. They use their powerful jaws, serrated teeth and sharp claws for both predation and defense."
golden oriole,oriolus oriolus,Animalia_Chordata_Aves_Passeriformes_Oriolidae_Oriolus_Oriolus oriolus,Golden orioles are small shy songbirds. Males are golden yellow in color with black wings that have yellow-tipped coverts. Females are almost greenish with a yellowish-white belly. Despite the bright colors of males it's quite difficult to spot these birds in the yellow and green leaves of the canopy due to their secretive habits.
wild turkey,meleagris gallopavo,Animalia_Chordata_Aves_Galliformes_Phasianidae_Meleagris_Meleagris gallopavo,"The Wild turkey is an upland ground bird native to North America, one of two extant species of turkey, and the heaviest member of the diverse Galliformes (a group of game birds which includes grouse, pheasants, and partridges). It is the same species as the domestic turkey, which was originally derived from a southern Mexican subspecies of wild turkey. Although native to North America, the turkey probably got its name from the domesticated variety being imported to Britain in ships coming from the Western Asian via Spain. The British at the time therefore associated the wild turkey with the country Turkey and the name prevails."
acadian flycatcher,empidonax virescens,Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Empidonax_Empidonax virescens,"The Acadian flycatcher is a small insect-eating bird found in North America. Adults have olive upperparts, darker on the wings and tail, with whitish underparts; they have a white eye ring, white wing bars, and a wide bill. The breast is washed with olive. The upper part of the bill is dark; the lower part is yellowish. A unique two-note song described as ""ka-zeep"", and their location in the preferred habitat, are two features that help to identify these birds."
white-faced heron,egretta novaehollandiae,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Ardeidae_Egretta_Egretta novaehollandiae,"The White-faced heron is a slender, medium-sized heron and easily identified, with its blue-gray body and white face. It also has white on the front of the neck. It has long, lance-shaped feathers on lower neck, chest and back. The female is slightly smaller than the male. Juveniles have a duller, paler plumage than adult birds, and have less white on their face, some pink-buff on their chest, browner underparts and no long plumes."
mandarin duck,aix galericulata,Animalia_Chordata_Aves_Anseriformes_Anatidae_Aix_Aix galericulata,"Mandarin ducks, called yuan-yang by the Chinese, are featured often in Oriental art and regarded as symbols of conjugal fidelity and affection. Adult males are striking and unmistakable, with a red bill, a large white crescent above his eye and a reddish face with ""whiskers"". His breast is purple with double vertical white bars and his flanks are red and have two orange ""sails"" in the rear. During molting, the males resemble the females but their red bill is their point of difference. The female’s bill is pinkish and she is much less colorful than her mate. She is pale beige with thin white flank stripe and a white under body, and has a white eye ring from where a stripe runs to the back of her head."
clay-colored robin,turdus grayi,Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_Turdus grayi,"The Clay-colored robin is a common Middle American bird of the thrush family. It is brownish in color, somewhat lighter below than above, lightest on the flanks. Birds from humid regions are darker than those from dry regions. The throat is faintly streaked. Immature birds have faint mottling on the back and underparts. The bill is greenish-yellow with a dark base, the legs are pinkish or flesh-colored, and the irises are reddish."
eastern screech owl,megascops asio,Animalia_Chordata_Aves_Strigiformes_Strigidae_Megascops_Megascops asio,"The Eastern screech owl is a small owl that is found in Eastern North America. This bird is native to most wooded environments of its distribution, and more so than any other owl in its range, has adapted well to manmade development; however, it frequently avoids detection due to its strictly nocturnal habits."
tufted duck,aythya fuligula,Animalia_Chordata_Aves_Anseriformes_Anatidae_Aythya_Aythya fuligula,"Tufted ducks are small diving ducks found in northern Eurasia. Adult males are all black in color except for white flanks and a blue-grey bill with gold-yellow eyes, along with a thin crest on the back of their heads. They have an obvious head tuft that gives these birds their name. Adult females are brown with paler flanks and are more easily confused with other diving ducks. In flight Tufted ducks show a white stripe across the back of the wing."
andean condor,vultur gryphus,Animalia_Chordata_Aves_Accipitriformes_Cathartidae_Vultur_Vultur gryphus,"The Andean condor is a large black vulture with a ruff of white feathers surrounding the base of the neck and, especially in the male, large white patches on the wings. The head and neck are nearly featherless and are a dull red color, which may flush and therefore change color in response to the bird's emotional state. In the male, there is a wattle on the neck and a large, dark red comb or caruncle on the crown of the head. The female condor is smaller than the male, which is an exception to the rule among birds of prey."
pileated woodpecker,dryocopus pileatus,Animalia_Chordata_Aves_Piciformes_Picidae_Dryocopus_Dryocopus pileatus,"Pileated woodpeckers are large, mostly black woodpeckers native to North America. They have a red crest and a white line down the sides of the throat. They show white on the wings in flight. The flight of these birds is strong and direct but undulates in the way characteristic of woodpeckers. Adult males have a red line from the bill to the throat, in adult females these are black."
central american agouti,dasyprocta punctata,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Dasyproctidae_Dasyprocta_Dasyprocta punctata,"The Central American agouti is a large South American rodent. It is typically reddish, orange, or yellowish grizzled with black. Populations that live in northern Colombia, western Venezuela, and on the Atlantic slope of Costa Rica and Panama have brownish or blackish grizzled with tawny or olivaceous foreparts; their mid-body is orange, and the rump is black or cream. In western Colombia and Ecuador, some have tawny foreparts and yellowish to the rump. Agoutis from the disjunct southern population (Peru, Brazil, Bolivia, Paraguay, and Argentina) are grizzled brown, yellowish, and black, or grizzled black and orange."
gold dust day gecko,phelsuma laticauda,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Gekkonidae_Phelsuma_Phelsuma laticauda,"The Gold dust day gecko is a small lizard native to Madagascar. It's typically seen in houses and various trees. The body color of this lizard is a bright green or yellowish-green or rarely blue. Typical for this day gecko are the red speckles on the neck and the upper back. There are three rust-colored transverse bars on the snout and head; the upper part of the skin around the eye is blue. On the lower back, there are three tapering red bars. The tail is slightly flattened. The underside is off-white. Juveniles lack the red colorations and their tail and limbs appear off-white."
red-lored amazon,amazona autumnalis,Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Amazona_Amazona autumnalis,"The Red-lored amazon is one of the Amazon parrot species, native to the tropical regions in the Americas. It is a wonderful pet that is gentle, loyal and affectionate, and is one of the commonest pet parrots in North America, although endangered in some countries, notably parts of Venezuela and Mexico. It appears to adapt well to the human habitat. However, the main threat to this bird is being trapped for the pet bird trade."
grey heron,ardea cinerea,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Ardeidae_Ardea_Ardea cinerea,"Grey herons are predominantly grey. Adults have white heads with long black feathers extending from the eyes to the neck, in the form of a large, impressive crest. Young birds have a crown of grey feathers up until their first winter, then they start to develop the adult's white forehead and black crest. They have yellow bills for most of the year, gaining an orange tint in the breeding season. In flight these herons pull their head into their body while stretching their legs out behind them."
nile monitor,varanus niloticus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Varanidae_Varanus_Varanus niloticus,"Nile monitors are large African lizards. They are the second-largest reptile in the Nile river. Nile monitors have muscular bodies, strong legs, and powerful jaws. Their teeth are sharp and pointed in juvenile animals and become blunt and peg-like in adults. They also possess sharp claws used for climbing, digging, defense, or tearing at their prey. Like all monitors, they have forked tongues, with highly developed olfactory properties. They have quite striking, but variable, skin patterns, as they are greyish-brown above with greenish-yellow barring on the tail and large, greenish-yellow rosette-like spots on their backs with a blackish tiny spot in the middle. Their throats and undersides are an ochre-yellow to a creamy-yellow, often with faint barring."
american wigeon,mareca americana,Animalia_Chordata_Aves_Anseriformes_Anatidae_Mareca_Mareca americana,"The American wigeon, also called a baldpate, is a species of dabbling duck found in North America. The breeding male (drake) is a striking bird with a mask of green feathers around its eyes and a cream-colored cap running from the crown of its head to its bill. This white patch gives the wigeon its other common name, baldpate (pate is another word for head). Their belly is also white. In flight, drakes can be identified by the large white shoulder patch on each wing. These white patches flash as the birds bank and turn. In non-breeding (eclipse) plumage, the drake looks more like the female. The female (a hen) is much less conspicuous, having primarily gray and brown plumage. Both sexes have a pale blue bill with a black tip, a white belly, and gray legs and feet."
townsend's chipmunk,neotamias townsendii,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Neotamias_Neotamias townsendii,"Townsend's chipmunks are small rodents named after John Kirk Townsend, an early 19th-century ornithologist. They are brown in color with indistinct tawny stripes. There are five dark stripes and four lighter stripes on their back and two gray and three brown stripes on their faces. Their tail is grayish above and reddish below. Townsend's chipmunks molt twice per year and their fur color becomes brighter during the summer."
